1000	0.000142163
2000	0.000326118
3000	0.000630217
4000	0.000741166
5000	0.000893467
6000	0.0010068
7000	0.00130201
8000	0.00083577
9000	0.00103663
10000	0.00123367
11000	0.00124618
12000	0.00144231
13000	0.00158864
14000	0.00160041
15000	0.00179224
16000	0.00183613
17000	0.00190099
18000	0.00302882
19000	0.00319921
20000	0.00436502
21000	0.00455621
22000	0.0029595
23000	0.00307198
24000	0.00302008
25000	0.00314577
26000	0.00354199
27000	0.00610992
28000	0.0045748
29000	0.00494706
30000	0.00693464
31000	0.00255637
32000	0.00298216
33000	0.00340037
34000	0.00442783
35000	0.00457668
36000	0.00429643
37000	0.00877498
38000	0.00466036
39000	0.00607675
40000	0.0035082
41000	0.00376867
42000	0.00548462
43000	0.00591583
44000	0.00572484
45000	0.00594272
46000	0.00586186
47000	0.00609537
48000	0.00632192
49000	0.00638911
50000	0.00697849
51000	0.00652921
52000	0.00660708
53000	0.00701069
54000	0.00675589
55000	0.0131643
56000	0.00750173
57000	0.00715528
58000	0.00729358
59000	0.00741934
60000	0.0075723
61000	0.00763402
62000	0.00789123
63000	0.00803787
64000	0.00815668
65000	0.00931842
66000	0.00845498
67000	0.00859644
68000	0.00914172
69000	0.0116269
70000	0.0136269
71000	0.00923813
72000	0.00929113
73000	0.00944039
74000	0.00957822
75000	0.00972702
76000	0.00985298
77000	0.0110213
78000	0.0152271
79000	0.0165984
80000	0.010583
81000	0.00743785
82000	0.0113414
83000	0.0107026
84000	0.00795548
85000	0.01493146
86000	0.0153458
87000	0.00872394
88000	0.00916
89000	0.0189313
90000	0.0120033
91000	0.0131696
92000	0.0100012
93000	0.0125089
94000	0.0081389
95000	0.0172867
96000	0.0083421
97000	0.0120124
98000	0.00789272
99000	0.0125590
